"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","MAC"
"FC Ganj B.O","453551","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Sanwer","Indore","MADHYA PRADESH","MAC"
"Ganora B.O","455336","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Khategaon","Dewas","MADHYA PRADESH","MAC"
"Gokulpur B.O","453115","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Depalpur","Indore","MADHYA PRADESH","MAC"
"Gunawad B.O","454001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dhar","Dhar","MADHYA PRADESH","MAC"
"Hasalpur B.O","453661","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Mhow","Indore","MADHYA PRADESH","MAC"
"Jatpura B.O","454446","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Manawar","Dhar","MADHYA PRADESH","MAC"
"Jhalaria B.O","452016","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Indore","Indore","MADHYA PRADESH","MAC"
"Kachalia B.O","453551","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Sanwer","Indore","MADHYA PRADESH","MAC"
"Kankakhajuriya B.O","455118","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Sonkutch","Dewas","MADHYA PRADESH","MAC"
"Kanwan S.O","454665","S.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Badnawar","Dhar","MADHYA PRADESH","MAC"
"Karadia B.O","453001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Depalpur","Indore","MADHYA PRADESH","MAC"
"Katkut B.O","455332","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Kannod","Dewas","MADHYA PRADESH","MAC"
"Khal B.O","455339","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Khategaon","Dewas","MADHYA PRADESH","MAC"
"Kherod B.O","454001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dhar","Dhar","MADHYA PRADESH","MAC"
"Khudel B.O","452016","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Indore","Indore","MADHYA PRADESH","MAC"
"Khurdi B.O","453661","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Mhow","Indore","MADHYA PRADESH","MAC"
"Kodria B.O","453441","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Mhow","Indore","MADHYA PRADESH","MAC"
"Kshipra B.O","455001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dewas","Dewas","MADHYA PRADESH","MAC"
"Kuwad B.O","454446","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Manawar","Dhar","MADHYA PRADESH","MAC"
"Lasudiya Brahaman B.O","455116","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Sonkutch","Dewas","MADHYA PRADESH","MAC"
"Loharda B.O","455440","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Kannod","Dewas","MADHYA PRADESH","MAC"
"Lohari B.O","454335","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Kukshi","Dhar","MADHYA PRADESH","MAC"
"Men B.O","453441","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Mhow","Indore","MADHYA PRADESH","MAC"
"Mirjapur B.O","454446","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Manawar","Dhar","MADHYA PRADESH","MAC"
"Nagora B.O","454001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dhar","Dhar","MADHYA PRADESH","MAC"
"Nemawar S.O","455339","S.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Khategaon","Dewas","MADHYA PRADESH","MAC"
"Nipania B.O","455001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dewas","Dewas","MADHYA PRADESH","MAC"
"Nisarpur S.O","454335","S.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Kukshi","Dhar","MADHYA PRADESH","MAC"
"Padiyal B.O","454331","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Kukshi","Dhar","MADHYA PRADESH","MAC"
"Padliya B.O","455001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dewas","Dewas","MADHYA PRADESH","MAC"
"Palakhedi B.O","453112","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Depalpur","Indore","MADHYA PRADESH","MAC"
"Patrani B.O","455332","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Kannod","Dewas","MADHYA PRADESH","MAC"
"Piplani B.O","455332","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Kannod","Dewas","MADHYA PRADESH","MAC"
"Piplianankar B.O","455339","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Khategaon","Dewas","MADHYA PRADESH","MAC"
"Ranayal Kalan B.O","455116","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Sonkutch","Dewas","MADHYA PRADESH","MAC"
"Sanawadia B.O","452016","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Indore","Indore","MADHYA PRADESH","MAC"
"Sandalpur B.O","455339","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Khategaon","Dewas","MADHYA PRADESH","MAC"
"Singawada B.O","455001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dewas","Dewas","MADHYA PRADESH","MAC"
"Singhana B.O","454446","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Manawar","Dhar","MADHYA PRADESH","MAC"
"Sonkutch S.O","455118","S.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Sonkutch","Dewas","MADHYA PRADESH","MAC"
"Sultanpur B.O","454001","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dhar","Dhar","MADHYA PRADESH","MAC"
"Talwada B.O","454331","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Kukshi","Dhar","MADHYA PRADESH","MAC"
"Tappa Suklia B.O","455223","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Bagli","Dewas","MADHYA PRADESH","MAC"
"Tihi B.O","453331","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Mhow","Indore","MADHYA PRADESH","MAC"
"Udaynagar B.O","455227","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dewas","Dewas","MADHYA PRADESH","MAC"
"Umarban B.O","454449","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Dharampuri","Dhar","MADHYA PRADESH","MAC"
"Umaria B.O","453331","B.O","Delivery","Indore Moffusil","Indore","Madhya Pradesh","Mhow","Indore","MADHYA PRADESH","MAC"
"Chinchwad East S.O","411019","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Dhanori B.O","411015","B.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Gondhale Nagar S.O","411028","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune","Pune","MAHARASHTRA","MAC"
"Indrayaninagar S.O","411026","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"M.Phulenagar S.O","411019","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Pimpri P F S.O","411018","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Punawale B.O","411033","B.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Srpf S.O","411022","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"T.V. Nagar S.O","411037","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Vadgaon Sheri S.O","411014","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Yerwada S.O","411006","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Ammunition Factory Khadki S.O","411003","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"C D A (O) S.O","411001","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Chikhlee B.O","411062","B.O","Delivery","Pune City East","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Chinchwadgaon S.O","411033","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"East Khadki S.O","411003","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Khondhwa KH B.O","411048","B.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"N I B M S.O","411048","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"N.W. College S.O","411001","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Pune H.O","411001","H.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Pune New Bazar S.O","411001","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Talwade B.O","411062","B.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Vidyanagar S.O (Pune)","411032","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Akurdi S.O","411035","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Kasarwadi S.O","411034","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Khadki Bazar S.O","411003","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Mundhva AV S.O","411036","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Pimpri Waghire S.O","411017","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Sasanenagar S.O","411028","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Wakad B.O","411057","B.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"9 DRD B.O","411014","B.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"AFMC S.O","411040","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Bhosari I.E. S.O","411026","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"C M E S.O","411031","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Dr.B.A. Chowk S.O","411001","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Ghorpuri Bazar S.O","411001","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Hadapsar S.O","411028","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Khadki S.O","411003","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Lohogaon S.O","411047","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Bhosarigoan S.O","411039","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Dukirkline S.O","411014","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Hadpsar I.E. S.O","411013","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Jambhe B.O","411033","B.O","Delivery","Pune City East","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Market Yard S.O (Pune)","411037","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Mundhva B.O","411036","B.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Pimple Gurav S.O","411061","S.O","Delivery","Pune City East","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Yamunanagar S.O","411044","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Yerwada T.S. S.O","411006","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Airport S.O (Pune)","411032","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Iaf Station S.O","411032","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Infotech  Park (Hinjawadi) S.O","411057","S.O","Delivery","Pune City East","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Kalewadi B.O","411017","B.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"P.C.N.T. S.O","411044","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Pimpri Colony S.O","411017","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Vishrantwadi S.O","411015","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Aundh Camp S.O","411027","S.O","Delivery","Pune City East","Pune","Maharashtra","NA","Pune","MAHARASHTRA","MAC"
"Chikhali S.O","411062","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Dapodi Bazar S.O","411012","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Dighi Camp S.O","411015","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"H.E. Factory S.O","411003","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Marunji B.O","411057","B.O","Delivery","Pune City East","Pune","Maharashtra","Mulashi","Pune","MAHARASHTRA","MAC"
"Mohamadwadi S.O","411060","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Pune Cantt East S.O","411001","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Sachapir Street S.O","411001","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Salisbury Park S.O","411037","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Thathawade B.O","411033","B.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Bibvewadi S.O","411037","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Dapodi S.O","411012","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Kondhwa BK B.O","411048","B.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Kondhwa Lh B.O","411048","B.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Masulkar Colony S.O","411018","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Nehrunagar S.O (Pune)","411018","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Rupeenagar S.O","411062","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Sangavi S.O","411027","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Thergaon B.O","411033","B.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Viman nagar S.O","411014","S.O","Non-Delivery","Pune City East","Pune","Maharashtra","Pune","Pune","MAHARASHTRA","MAC"
"Wanowarie S.O","411040","S.O","Delivery","Pune City East","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Gokhalenagar B.O","411016","B.O","Non-Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Shivaji Housing Society S.O","411016","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"A.R. Shala S.O","411004","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Deccan Gymkhana S.O","411004","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Dhankawadi S.O","411043","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Ganeshkhind S.O","411007","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Govt. Polytechnic S.O","411016","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Swargate Chowk S.O","411042","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Warje S.O","411058","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Aundh T.S. S.O","411007","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Botanical Garden S.O (Pune)","411020","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Dhayari B.O","411041","B.O","Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Mangalwar Peth S.O (Pune)","411011","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"N.I.A. S.O","411045","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"S.P. College S.O","411030","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Sadashiv Peth S.O","411030","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Shukrawar Peth S.O (Pune)","411002","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Ex. Serviceman Colony S.O","411038","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Nanded B.O","411041","B.O","Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Rashtra Bhasha Bhavan S.O","411030","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Shivajinagar S.O (Pune)","411005","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Uttamnagar B.O","411023","B.O","Non-Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Aundh B.O","411007","B.O","Non-Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Baner Road S.O","411008","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Film Institute S.O","411004","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Ghorpade Peth S.O","411042","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Katraj S.O","411046","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Navsahyadri S.O","411052","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Range Hills S.O","411020","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Rasta Peth S.O","411011","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"S.S.C.Exam Board S.O","411005","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Shivane B.O","411023","B.O","Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Sinhgad Technical Education Society","411041","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Anandnagar S.O (Pune)","411051","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Bajirao Road S.O","411002","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Bavdhan B.O","411021","B.O","Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Congress House Road S.O","411005","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Karvenagar S.O","411052","S.O","Non-Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
"Kudje B.O","411023","B.O","Non-Delivery","Pune City West","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Parvati S.O","411009","S.O","Delivery","Pune City West","Pune","Maharashtra","Pune City","Pune","MAHARASHTRA","MAC"
