"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","STC"
"Bhaku Majra B.O","140112","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Ropar","Rupnagar","PUNJAB","STC"
"Bhallian B.O","140111","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Rupnagar","Rupnagar","PUNJAB","STC"
"Bhamnara B.O","140101","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Rupnagar","Rupnagar","PUNJAB","STC"
"Chaklan B.O","140102","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Rupnagar","Rupnagar","PUNJAB","STC"
"Chhatt B.O","140603","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","STC"
"Devinagar B.O","140507","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","STC"
"Hafizabad B.O","140111","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Rupnagar","Rupnagar","PUNJAB","STC"
"Kalwan B.O","140117","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Ropar","Ropar","PUNJAB","STC"
"Khera Kalmout B.O","140117","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","NA","Rupnagar","PUNJAB","STC"
"Kubaheri B.O","140109","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Ropar","Mohali","PUNJAB","STC"
"Kumbra B.O","140308","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Ropar","Rupnagar","PUNJAB","STC"
"Majatri B.O","140307","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Ropar","Mohali","PUNJAB","STC"
"Mian Pur S.O","140108","S.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Rupnagar","Rupnagar","PUNJAB","STC"
"Pathreri Jattan B.O","140108","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","NA","Rupnagar","PUNJAB","STC"
"Rattangarh Ii B.O","140101","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Kharar","Rupnagar","PUNJAB","STC"
"Sahauran B.O","140103","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Sahauran","Mohali","PUNJAB","STC"
"Sector 15 Chandigarh S.O","160015","S.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Chandigarh","Chandigarh","CHANDIGARH","STC"
"Sector 23 ( Chandigarh) S.O","160023","S.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Chandigarh","Chandigarh","CHANDIGARH","STC"
"Takhatgarh S.O","140119","S.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Anandpur Sahib","Rupnagar","PUNJAB","STC"
"Airforce Highground S.O","160004","S.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Chandigarh","Chandigarh","CHANDIGARH","STC"
"Badheri B.O","160036","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","NA","Chandigarh","CHANDIGARH","STC"
"Basali B.O","140117","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Anandpur Sahib","Rupnagar","PUNJAB","STC"
"Behrampur B.O","140125","B.O","Delivery","Chandigarh","Chandigarh HQ","Punjab","Ropar","Ropar","PUNJAB","STC"
